Chromosome,Start,End,Build
8,73137930,73138698,GRCh37
8,73142117,73142276,GRCh37
8,73184362,73184383,GRCh37
8,73184684,73184685,GRCh37
8,73209520,73210032,GRCh37
8,73241380,73241556,GRCh37
8,73244490,73244960,GRCh37
8,73250546,73250787,GRCh37
8,73252871,73252917,GRCh37
8,73253793,73253866,GRCh37
8,73270838,73271141,GRCh37
8,73280838,73280839,GRCh37
8,73281765,73281877,GRCh37
8,73285237,73285432,GRCh37
8,73285930,73286025,GRCh37
8,73286293,73286350,GRCh37
8,73293310,73293349,GRCh37
8,73295961,73296163,GRCh37
8,73297636,73298029,GRCh37
8,73298614,73298634,GRCh37
8,73328057,73328130,GRCh37
8,73333200,73333503,GRCh37
8,73333962,73334382,GRCh37
8,73334759,73334969,GRCh37
8,73335110,73335398,GRCh37
8,73347567,73347651,GRCh37
8,73350577,73351009,GRCh37
8,73351281,73351319,GRCh37
8,73356040,73356176,GRCh37
8,73358536,73358601,GRCh37
8,73360299,73360430,GRCh37
8,73364110,73364304,GRCh37
8,73374307,73374466,GRCh37
8,73383207,73383333,GRCh37
8,73432536,73432571,GRCh37
8,73444139,73444228,GRCh37
8,73445016,73445117,GRCh37
8,73564044,73564046,GRCh37
8,73729800,73730399,GRCh37
8,73731758,73731812,GRCh37
8,73732651,73732942,GRCh37
8,73749168,73750063,GRCh37
8,73890983,73890984,GRCh37
8,73891589,73891643,GRCh37
8,73897200,73897245,GRCh37
8,74062377,74062400,GRCh37
8,74117403,74117802,GRCh37
8,74124028,74124653,GRCh37
8,74125494,74126156,GRCh37
8,74127692,74127900,GRCh37
8,74140069,74140259,GRCh37
8,74144990,74145139,GRCh37
8,74147069,74147101,GRCh37
8,74177165,74177194,GRCh37
8,74177668,74177681,GRCh37
8,74178366,74178520,GRCh37
8,74304524,74304863,GRCh37
8,74306027,74306029,GRCh37
8,74308065,74308204,GRCh37
8,74831449,74831450,GRCh37
8,74839105,74839158,GRCh37
8,74841050,74841206,GRCh37
8,75101564,75101574,GRCh37
8,75335597,75335609,GRCh37
8,75365755,75365800,GRCh37
8,75367484,75367568,GRCh37
8,75408890,75409000,GRCh37
8,75413600,75413625,GRCh37
8,75418901,75418910,GRCh37
8,75424588,75424894,GRCh37
8,75440349,75440351,GRCh37
8,75443925,75444029,GRCh37
8,75477452,75477453,GRCh37
8,75498370,75498519,GRCh37
8,75500898,75500999,GRCh37
8,75525370,75525435,GRCh37
8,75564400,75564461,GRCh37
8,75583372,75583508,GRCh37
8,75600870,75600900,GRCh37
8,75601696,75601876,GRCh37
8,75602158,75602459,GRCh37
8,75603445,75603564,GRCh37
8,75603802,75603949,GRCh37
8,75627214,75627516,GRCh37
8,75629126,75629215,GRCh37
8,75689601,75689991,GRCh37
8,75785150,75785151,GRCh37
8,75786754,75786843,GRCh37
8,75794939,75795180,GRCh37
8,75796098,75796982,GRCh37
8,75797394,75797785,GRCh37
8,75797975,75798103,GRCh37
8,75804962,75804984,GRCh37
8,75806889,75806904,GRCh37
8,75808537,75808675,GRCh37
8,75831446,75831509,GRCh37
8,75832358,75832519,GRCh37
8,75838795,75838798,GRCh37
8,75841105,75841126,GRCh37
8,75867376,75867835,GRCh37
8,75963504,75963572,GRCh37
8,76014628,76014760,GRCh37
8,76016053,76016190,GRCh37
8,76051211,76051468,GRCh37
8,76052049,76052092,GRCh37
8,76062524,76062609,GRCh37
8,76070200,76070265,GRCh37
8,76077411,76077412,GRCh37
8,76083417,76083641,GRCh37
8,76085075,76085094,GRCh37
8,76085099,76085330,GRCh37
8,76086824,76086840,GRCh37
8,76093178,76093208,GRCh37
8,76101577,76101707,GRCh37
8,76102585,76102590,GRCh37
8,76149631,76149801,GRCh37
8,76153559,76153640,GRCh37
8,76154958,76155014,GRCh37
8,76156109,76156172,GRCh37
8,76160206,76160224,GRCh37
8,76200809,76200933,GRCh37
8,76202454,76203143,GRCh37
8,76212231,76212250,GRCh37
8,76212251,76212518,GRCh37
8,76216556,76216560,GRCh37
8,76230762,76230918,GRCh37
8,76251953,76252306,GRCh37
8,76258173,76258348,GRCh37
8,76259783,76259959,GRCh37
8,76276707,76277007,GRCh37
8,76277038,76277170,GRCh37
8,76286709,76286812,GRCh37
8,76287649,76287652,GRCh37
8,76294773,76295476,GRCh37
8,76297919,76297920,GRCh37
8,76505241,76505258,GRCh37
8,76508650,76508868,GRCh37
8,76523400,76523414,GRCh37
8,76524340,76525066,GRCh37
8,76526024,76526680,GRCh37
8,76556235,76556589,GRCh37
8,76584471,76584480,GRCh37
8,76585538,76586123,GRCh37
8,76588071,76589400,GRCh37
8,76596970,76597080,GRCh37
8,76599399,76599469,GRCh37
8,76599864,76599900,GRCh37
8,76604348,76604534,GRCh37
8,76622114,76622874,GRCh37
8,76626164,76626441,GRCh37
8,76631036,76631128,GRCh37
8,76632884,76632970,GRCh37
8,76639865,76639946,GRCh37
8,76640544,76640800,GRCh37
8,76653172,76653180,GRCh37
8,76685800,76686353,GRCh37
8,76689278,76690223,GRCh37
8,76695404,76695426,GRCh37
8,76701815,76702271,GRCh37
8,76721068,76721107,GRCh37
8,76721639,76721821,GRCh37
8,76735970,76736801,GRCh37
8,76741472,76741839,GRCh37
8,76755261,76755289,GRCh37
8,76763681,76763802,GRCh37
8,76766118,76766140,GRCh37
8,76767203,76767538,GRCh37
8,76767559,76768121,GRCh37
8,76772400,76772495,GRCh37
8,76773155,76774040,GRCh37
8,76774405,76775517,GRCh37
8,76782190,76783510,GRCh37
8,76804860,76805035,GRCh37
8,76805206,76805220,GRCh37
8,76811890,76812732,GRCh37
8,76826060,76826362,GRCh37
8,76833478,76834546,GRCh37
8,76849912,76849919,GRCh37
8,76852653,76852713,GRCh37
8,76867015,76868069,GRCh37
8,76896182,76896539,GRCh37
8,76896978,76897063,GRCh37
8,76898429,76898578,GRCh37
8,76927771,76927894,GRCh37
8,76933795,76933862,GRCh37
8,76938015,76938057,GRCh37
8,76959902,76959965,GRCh37
8,76962353,76962445,GRCh37
8,76975843,76975856,GRCh37
8,76981524,76981732,GRCh37
8,76985381,76985416,GRCh37
8,76985423,76985491,GRCh37
8,76986737,76987160,GRCh37
8,76989519,76989657,GRCh37
8,76990264,76990307,GRCh37
8,76993745,76993747,GRCh37
8,77011086,77011125,GRCh37
8,77022691,77023038,GRCh37
8,77041534,77041604,GRCh37
8,77041859,77042067,GRCh37
8,77047074,77047115,GRCh37
8,77047226,77047564,GRCh37
8,77069032,77069076,GRCh37
8,77069121,77069504,GRCh37
8,77083731,77083841,GRCh37
8,77099536,77099902,GRCh37
8,77101270,77101272,GRCh37
8,77109968,77110062,GRCh37
8,77110663,77110857,GRCh37
8,77124800,77124820,GRCh37
8,77125070,77125266,GRCh37
8,77126760,77126807,GRCh37
8,77131346,77131385,GRCh37
8,77138318,77138764,GRCh37
8,77143630,77144739,GRCh37
8,77145200,77145205,GRCh37
8,77151319,77151330,GRCh37
8,77155578,77155655,GRCh37
8,77156800,77157241,GRCh37
8,77160142,77160491,GRCh37
8,77179589,77179698,GRCh37
8,77194192,77194210,GRCh37
8,77230019,77230072,GRCh37
8,77233705,77233878,GRCh37
8,77239178,77239242,GRCh37
8,77247110,77247510,GRCh37
8,77252964,77253099,GRCh37
8,77270602,77270866,GRCh37
8,77291911,77292098,GRCh37
8,77294465,77294603,GRCh37
8,77300358,77300537,GRCh37
8,77300768,77301089,GRCh37
8,77307255,77307761,GRCh37
8,77395023,77395082,GRCh37
8,77402846,77402976,GRCh37
8,77423425,77423480,GRCh37
8,77431600,77431742,GRCh37
8,77449484,77450127,GRCh37
8,77450910,77451246,GRCh37
8,77455936,77455941,GRCh37
8,77456697,77456728,GRCh37
8,77464751,77465057,GRCh37
8,77500371,77500654,GRCh37
8,77516775,77516836,GRCh37
8,77549196,77549197,GRCh37
8,77816770,77816827,GRCh37
8,77821065,77821200,GRCh37
8,77826441,77826447,GRCh37
8,77832373,77832760,GRCh37
8,77833316,77833841,GRCh37
8,77839227,77839237,GRCh37
8,77839565,77839606,GRCh37
8,77841060,77841087,GRCh37
8,77842786,77842795,GRCh37
8,77843477,77843600,GRCh37
8,77846710,77846720,GRCh37
8,77849175,77849361,GRCh37
8,77849623,77849643,GRCh37
8,77849750,77849769,GRCh37
8,77852504,77852693,GRCh37
8,77853268,77853380,GRCh37
8,77946454,77946476,GRCh37
8,77952257,77952321,GRCh37
8,77961383,77961577,GRCh37
8,77961938,77961993,GRCh37
8,77962769,77962780,GRCh37
8,77971761,77971780,GRCh37
8,77973974,77974094,GRCh37
8,77978787,77979031,GRCh37
8,77979271,77979721,GRCh37
8,77999963,78000000,GRCh37
8,78016820,78017110,GRCh37
8,78017702,78017723,GRCh37
8,78029392,78029691,GRCh37
8,78040820,78041044,GRCh37
8,78048158,78048240,GRCh37
8,78050710,78050895,GRCh37
8,78052715,78052798,GRCh37
8,78062562,78062689,GRCh37
8,78066779,78066932,GRCh37
8,78080049,78080124,GRCh37
8,78082800,78082940,GRCh37
8,78092748,78092904,GRCh37
8,78097799,78097810,GRCh37
8,78100184,78100204,GRCh37
8,78111200,78111497,GRCh37
8,78120508,78120530,GRCh37
8,78133759,78134157,GRCh37
8,78143832,78144300,GRCh37
8,78146882,78147130,GRCh37
8,78161921,78162180,GRCh37
8,78169002,78170129,GRCh37
8,78179079,78179109,GRCh37
8,78180511,78180537,GRCh37
8,78184475,78184476,GRCh37
8,78184823,78184836,GRCh37
8,78197496,78197547,GRCh37
8,78197557,78197719,GRCh37
8,78198237,78199022,GRCh37
8,78203586,78203767,GRCh37
8,78229133,78229246,GRCh37
8,78236071,78236232,GRCh37
8,78244754,78245008,GRCh37
8,78254770,78254794,GRCh37
8,78272828,78273881,GRCh37
8,78281890,78282244,GRCh37
8,78283843,78283845,GRCh37
8,78300268,78300479,GRCh37
8,78304266,78304269,GRCh37
8,78307491,78307629,GRCh37
8,78320800,78321000,GRCh37
8,78325365,78325380,GRCh37
8,78326890,78327319,GRCh37
8,78335688,78335745,GRCh37
8,78339704,78339705,GRCh37
8,78340911,78341336,GRCh37
8,78356841,78357000,GRCh37
8,78379030,78379400,GRCh37
8,78384431,78384660,GRCh37
8,78387691,78387694,GRCh37
8,78388755,78388805,GRCh37
8,78389594,78389600,GRCh37
8,78390171,78390190,GRCh37
8,78398279,78398292,GRCh37
8,78406271,78406299,GRCh37
8,78422356,78422410,GRCh37
8,78427637,78427640,GRCh37
8,78431730,78432188,GRCh37
8,78436130,78436377,GRCh37
8,78437693,78438035,GRCh37
8,78448070,78448223,GRCh37
8,78453490,78453517,GRCh37
8,78453557,78453580,GRCh37
8,78470090,78470107,GRCh37
8,78472711,78472757,GRCh37
8,78500906,78500909,GRCh37
8,78510572,78510573,GRCh37
8,78520412,78520656,GRCh37
8,78534322,78534533,GRCh37
8,78559792,78559814,GRCh37
8,78571904,78572546,GRCh37
8,78572854,78573430,GRCh37
8,78578770,78578925,GRCh37
8,78581436,78581713,GRCh37
8,78596800,78596939,GRCh37
8,78623358,78623894,GRCh37
8,78633455,78633501,GRCh37
8,78639030,78639106,GRCh37
8,78657129,78657138,GRCh37
8,78660131,78660134,GRCh37
8,78667101,78667286,GRCh37
8,78670259,78670267,GRCh37
8,78679250,78679330,GRCh37
8,78703887,78705372,GRCh37
8,78714269,78714296,GRCh37
8,78725987,78726428,GRCh37
8,78728082,78728148,GRCh37
8,78737066,78737086,GRCh37
8,78758720,78759219,GRCh37
8,78759360,78759483,GRCh37
8,78766971,78766981,GRCh37
8,78769006,78769007,GRCh37
8,78801563,78801649,GRCh37
8,78804991,78805164,GRCh37
8,78808017,78809280,GRCh37
8,78822548,78823222,GRCh37
8,78823228,78823335,GRCh37
8,78844072,78844080,GRCh37
8,78848170,78848774,GRCh37
8,78860066,78860600,GRCh37
8,78861000,78861509,GRCh37
8,78861942,78862138,GRCh37
8,78863467,78863554,GRCh37
8,78867113,78867167,GRCh37
8,78869995,78870269,GRCh37
8,78873373,78874310,GRCh37
8,78874513,78875246,GRCh37
8,78883400,78883641,GRCh37
8,78900130,78900409,GRCh37
8,78902295,78902522,GRCh37
8,78911140,78911382,GRCh37
8,78927635,78927685,GRCh37
8,78927748,78927758,GRCh37
8,78954978,78955583,GRCh37
8,78957313,78957405,GRCh37
8,78969298,78969317,GRCh37
8,78975886,78975910,GRCh37
8,78977080,78977580,GRCh37
8,78978390,78978684,GRCh37
8,78985570,78985656,GRCh37
8,78989550,78989579,GRCh37
8,79015004,79015742,GRCh37
8,79025070,79025115,GRCh37
8,79040555,79040995,GRCh37
8,79041106,79041131,GRCh37
8,79043310,79043442,GRCh37
8,79073405,79073524,GRCh37
8,79073839,79073843,GRCh37
8,79080687,79080698,GRCh37
8,79086159,79086192,GRCh37
8,79092200,79092338,GRCh37
8,79094199,79094255,GRCh37
8,79102268,79103021,GRCh37
8,79103651,79104199,GRCh37
8,79150161,79150195,GRCh37
8,79160504,79160840,GRCh37
8,79163813,79163894,GRCh37
8,79184493,79184497,GRCh37
8,79191661,79191822,GRCh37
8,79203267,79203273,GRCh37
8,79204272,79204314,GRCh37
8,79213517,79213957,GRCh37
8,79221229,79221692,GRCh37
8,79224969,79224999,GRCh37
8,79226479,79226514,GRCh37
8,79228650,79228739,GRCh37
8,79233757,79233764,GRCh37
8,79234354,79234377,GRCh37
8,79234641,79234669,GRCh37
8,79236361,79236821,GRCh37
8,79238313,79238340,GRCh37
8,79238356,79238398,GRCh37
8,79239632,79239641,GRCh37
8,79246866,79247273,GRCh37
8,79250408,79250712,GRCh37
8,79262579,79262586,GRCh37
8,79281345,79281362,GRCh37
8,79294501,79294585,GRCh37
8,79299883,79300135,GRCh37
8,79304730,79304941,GRCh37
8,79317250,79317347,GRCh37
8,79364324,79364745,GRCh37
8,79386940,79387232,GRCh37
8,79388743,79388748,GRCh37
8,79389123,79389797,GRCh37
8,79390119,79390476,GRCh37
8,79539805,79539834,GRCh37
8,79547152,79547393,GRCh37
8,79548647,79548682,GRCh37
8,79551920,79551960,GRCh37
8,79791743,79791899,GRCh37
8,79792930,79792933,GRCh37
8,79798398,79798399,GRCh37
8,79798773,79799259,GRCh37
8,79799337,79799999,GRCh37
8,79813330,79813398,GRCh37
8,79814808,79815073,GRCh37
8,79829009,79829344,GRCh37
8,79830202,79830225,GRCh37
8,79870698,79870722,GRCh37
8,79871029,79871034,GRCh37
8,79875957,79877273,GRCh37
8,79877546,79877933,GRCh37
8,79883932,79884095,GRCh37
8,79889381,79889414,GRCh37
8,79893745,79893933,GRCh37
8,79903634,79903913,GRCh37
8,79958677,79958728,GRCh37
8,79970715,79971600,GRCh37
8,79988450,79988922,GRCh37
8,79991630,79991844,GRCh37
8,79992208,79992209,GRCh37
8,79999375,79999820,GRCh37
8,80000070,80000361,GRCh37
8,80000883,80000959,GRCh37
8,80021634,80021686,GRCh37
8,80066579,80066593,GRCh37
8,80071426,80071494,GRCh37
8,80071611,80071755,GRCh37
8,80075130,80076101,GRCh37
8,80076428,80076511,GRCh37
8,80115548,80115574,GRCh37
8,80122286,80122623,GRCh37
8,80126981,80127166,GRCh37
8,80164871,80164923,GRCh37
8,80165626,80165628,GRCh37
8,80175239,80175246,GRCh37
8,80176304,80177790,GRCh37
8,80178501,80178705,GRCh37
8,80179208,80179292,GRCh37
8,80195257,80195422,GRCh37
8,80204501,80204900,GRCh37
8,80205570,80205918,GRCh37
8,80206113,80206131,GRCh37
8,80279916,80280338,GRCh37
8,80310270,80310859,GRCh37
8,80329890,80330194,GRCh37
8,80361426,80361540,GRCh37
8,80365812,80365943,GRCh37
8,80368853,80368899,GRCh37
8,80371745,80372000,GRCh37
8,80391105,80391120,GRCh37
8,80402263,80402295,GRCh37
8,80404179,80404238,GRCh37
8,80421702,80421791,GRCh37
8,80427490,80427519,GRCh37
8,80433342,80433958,GRCh37
8,80438420,80438678,GRCh37
8,80439136,80439261,GRCh37
8,80461529,80461672,GRCh37
8,80474555,80475158,GRCh37
8,80476928,80476944,GRCh37
8,80481721,80481835,GRCh37
8,80499631,80499833,GRCh37
8,80621587,80621622,GRCh37
8,80621691,80621702,GRCh37
8,80622817,80622857,GRCh37
8,80630298,80630418,GRCh37
8,80630465,80630619,GRCh37
8,81093181,81093495,GRCh37
8,81094494,81094526,GRCh37
8,81094694,81094759,GRCh37
8,81100816,81100818,GRCh37
8,81101116,81101117,GRCh37
8,81101964,81102054,GRCh37
8,81266203,81266290,GRCh37
8,81266923,81266924,GRCh37
8,81268041,81268359,GRCh37
8,81268536,81268542,GRCh37
8,81272930,81272992,GRCh37
8,81324305,81324676,GRCh37
8,81355970,81356000,GRCh37
8,81357170,81357400,GRCh37
8,81360528,81360533,GRCh37
8,81365051,81365074,GRCh37
8,81367028,81367047,GRCh37
8,81371466,81371566,GRCh37
8,81373015,81373031,GRCh37
8,81377727,81377780,GRCh37
8,81381685,81381740,GRCh37
8,81382361,81382523,GRCh37
8,82083583,82083737,GRCh37
8,82156170,82156214,GRCh37
8,82156680,82156710,GRCh37
8,82322405,82322413,GRCh37
8,82363034,82363135,GRCh37
8,82433591,82433676,GRCh37
8,82435630,82436318,GRCh37
8,82436345,82436618,GRCh37
8,82448501,82448987,GRCh37
8,82450110,82450131,GRCh37
8,82488882,82488917,GRCh37
8,82526529,82526616,GRCh37
8,82786759,82786825,GRCh37
8,82787638,82787797,GRCh37
8,82792615,82792693,GRCh37
8,82794140,82794175,GRCh37
8,82794631,82794689,GRCh37
8,82798144,82798822,GRCh37
8,82834127,82834368,GRCh37
8,82836479,82836638,GRCh37
8,82837867,82837902,GRCh37
8,82842566,82842581,GRCh37
8,82846165,82846168,GRCh37
8,82850000,82850032,GRCh37
8,82857982,82858687,GRCh37
8,82861618,82861923,GRCh37
8,82872000,82872796,GRCh37
8,82874768,82874927,GRCh37
8,82876020,82876209,GRCh37
8,82887842,82887892,GRCh37
8,82888419,82888482,GRCh37
8,82923313,82923690,GRCh37
8,82941221,82942013,GRCh37
8,82942147,82942162,GRCh37
8,82943197,82943213,GRCh37
8,82985700,82985733,GRCh37
8,82992867,82992911,GRCh37
8,82998455,82998716,GRCh37
8,83000010,83000529,GRCh37
8,83014096,83014134,GRCh37
8,83014281,83014402,GRCh37
8,83015074,83015260,GRCh37
8,83016897,83016898,GRCh37
8,83017339,83017369,GRCh37
8,83019987,83020077,GRCh37
8,83020430,83020541,GRCh37
8,83021399,83021456,GRCh37
8,83040409,83040440,GRCh37
8,83053764,83053885,GRCh37
8,83055636,83055640,GRCh37
8,83068025,83068046,GRCh37
8,83077637,83077738,GRCh37
8,83091000,83091894,GRCh37
8,83106450,83106451,GRCh37
8,83108598,83108735,GRCh37
8,83111436,83111640,GRCh37
8,83117270,83117358,GRCh37
8,83117380,83117549,GRCh37
8,83133685,83134207,GRCh37
8,83147904,83148071,GRCh37
8,83165587,83165592,GRCh37
8,83181270,83181968,GRCh37
8,83182917,83182990,GRCh37
8,83198712,83199000,GRCh37
8,83199069,83199070,GRCh37
8,83200005,83200257,GRCh37
8,83209688,83209898,GRCh37
8,83209909,83210341,GRCh37
8,83219400,83219685,GRCh37
8,83225691,83225867,GRCh37
8,83226848,83227258,GRCh37
8,83253491,83253917,GRCh37
8,83255770,83256021,GRCh37
8,83256284,83256288,GRCh37
8,83258566,83258771,GRCh37
8,83269109,83269194,GRCh37
8,83295844,83295896,GRCh37
8,83299956,83301525,GRCh37
8,83303012,83303220,GRCh37
8,83305672,83305725,GRCh37
8,83315532,83315777,GRCh37
8,83315828,83315843,GRCh37
8,83324498,83324599,GRCh37
8,83331566,83331569,GRCh37
8,83347060,83347532,GRCh37
8,83349676,83349737,GRCh37
8,83350936,83351103,GRCh37
8,83372057,83373019,GRCh37
8,83373294,83373319,GRCh37
8,83381223,83381368,GRCh37
8,83383848,83384036,GRCh37
8,83387495,83387561,GRCh37
8,83388897,83389967,GRCh37
8,83395422,83395435,GRCh37
8,83405244,83405319,GRCh37
8,83418815,83418988,GRCh37
8,83456995,83457042,GRCh37
8,83490213,83490326,GRCh37
8,83504303,83504466,GRCh37
8,83514168,83514188,GRCh37
8,83517636,83517670,GRCh37
8,83527655,83527680,GRCh37
8,83546999,83547158,GRCh37
8,83549991,83550573,GRCh37
8,83552272,83552276,GRCh37
8,83556676,83556742,GRCh37
8,83563844,83563888,GRCh37
8,83564626,83564993,GRCh37
8,83571851,83571900,GRCh37
8,83598789,83599103,GRCh37
8,83612418,83612495,GRCh37
8,83625671,83625744,GRCh37
8,83627553,83627891,GRCh37
8,83627912,83627971,GRCh37
8,83629381,83629549,GRCh37
8,83637737,83638018,GRCh37
8,83641830,83642537,GRCh37
8,83647161,83647198,GRCh37
8,83650671,83651366,GRCh37
8,83652517,83652588,GRCh37
8,83653630,83654101,GRCh37
8,83666309,83666891,GRCh37
8,83675140,83675163,GRCh37
8,83676031,83676080,GRCh37
8,83678837,83679374,GRCh37
8,83690427,83690438,GRCh37
8,83692890,83693139,GRCh37
8,83693195,83693200,GRCh37
8,83694918,83695226,GRCh37
8,83704190,83704225,GRCh37
8,83708870,83708900,GRCh37
8,83724623,83724640,GRCh37
8,83742677,83742683,GRCh37
8,83746275,83746660,GRCh37
8,83766037,83766102,GRCh37
8,83768630,83769720,GRCh37
8,83783696,83783726,GRCh37
8,83786361,83786520,GRCh37
8,83790963,83791754,GRCh37
8,83792294,83792456,GRCh37
8,83800558,83800561,GRCh37
8,83813582,83813660,GRCh37
8,83814904,83815203,GRCh37
8,83836124,83836818,GRCh37
8,83838973,83839094,GRCh37
8,83863424,83863445,GRCh37
8,83865915,83865919,GRCh37
8,83896135,83896223,GRCh37
8,83900809,83900933,GRCh37
8,83903911,83903919,GRCh37
8,83904680,83904700,GRCh37
8,83921885,83921886,GRCh37
8,83927894,83928133,GRCh37
8,83948812,83949077,GRCh37
8,83949837,83950005,GRCh37
8,83954900,83955274,GRCh37
8,83956864,83957060,GRCh37
8,83970024,83970168,GRCh37
8,84001236,84001238,GRCh37
8,84014324,84014563,GRCh37
8,84014603,84015000,GRCh37
8,84019581,84019680,GRCh37
8,84025320,84025354,GRCh37
8,84063518,84064172,GRCh37
8,84064370,84064430,GRCh37
8,84071417,84071940,GRCh37
8,84086150,84086600,GRCh37
8,84092188,84092194,GRCh37
8,84094992,84095390,GRCh37
8,84099245,84099443,GRCh37
8,84102424,84102528,GRCh37
8,84103353,84103536,GRCh37
8,84103560,84103789,GRCh37
8,84107706,84109012,GRCh37
8,84126818,84126951,GRCh37
8,84138378,84139380,GRCh37
8,84149041,84149065,GRCh37
8,84158344,84158348,GRCh37
8,84168320,84168351,GRCh37
8,84179194,84179243,GRCh37
8,84183986,84183990,GRCh37
8,84184684,84184851,GRCh37
8,84185148,84185502,GRCh37
8,84248156,84249295,GRCh37
8,84260364,84260421,GRCh37
8,84276183,84276318,GRCh37
8,84276398,84276766,GRCh37
8,84279793,84280401,GRCh37
8,84281208,84282297,GRCh37
8,84301884,84301918,GRCh37
8,84313046,84313055,GRCh37
8,84318190,84318199,GRCh37
8,84323783,84325349,GRCh37
8,84332967,84332983,GRCh37
8,84346770,84347088,GRCh37
8,84348689,84348696,GRCh37
8,84356241,84356802,GRCh37
8,84367089,84367182,GRCh37
8,84367574,84368000,GRCh37
8,84374351,84374684,GRCh37
8,84378144,84378172,GRCh37
8,84389718,84390762,GRCh37
8,84404970,84405014,GRCh37
8,84410897,84411017,GRCh37
8,84411385,84411711,GRCh37
8,84430512,84430530,GRCh37
8,84431603,84432278,GRCh37
8,84436178,84436405,GRCh37
8,84450193,84452200,GRCh37
8,84475632,84475636,GRCh37
8,84476350,84476360,GRCh37
8,84480263,84481240,GRCh37
8,84485319,84485484,GRCh37
8,84505783,84506119,GRCh37
8,84506912,84507260,GRCh37
8,84524668,84524835,GRCh37
8,84542729,84542776,GRCh37
8,84546718,84546879,GRCh37
8,84548972,84549519,GRCh37
8,84555121,84555180,GRCh37
8,84555594,84555639,GRCh37
8,84557077,84557201,GRCh37
8,84566012,84566014,GRCh37
8,84568702,84568807,GRCh37
8,84569323,84569441,GRCh37
8,84570531,84570600,GRCh37
8,84573005,84573760,GRCh37
8,84582559,84582933,GRCh37
8,84594610,84594980,GRCh37
8,84599453,84599600,GRCh37
8,84604225,84605140,GRCh37
8,84614522,84614631,GRCh37
8,84616173,84616387,GRCh37
8,84616396,84616620,GRCh37
8,84631490,84631849,GRCh37
8,84645472,84645509,GRCh37
8,84645813,84646513,GRCh37
8,84654821,84654933,GRCh37
8,84655926,84656291,GRCh37
8,84661478,84661562,GRCh37
8,84666632,84666972,GRCh37
8,84669520,84669726,GRCh37
8,84672535,84672800,GRCh37
8,84673588,84673782,GRCh37
8,84699619,84700070,GRCh37
8,84703660,84703871,GRCh37
8,84715934,84715962,GRCh37
8,84731350,84731506,GRCh37
8,84732270,84732285,GRCh37
8,84732870,84733200,GRCh37
8,84736179,84736350,GRCh37
8,84747808,84748433,GRCh37
8,84753766,84754666,GRCh37
8,84756756,84757205,GRCh37
8,84757361,84757373,GRCh37
8,84761958,84762408,GRCh37
8,84767470,84767477,GRCh37
8,84778214,84778567,GRCh37
8,84786336,84786551,GRCh37
8,84787389,84787418,GRCh37
8,84796459,84796723,GRCh37
8,84796790,84796820,GRCh37
8,84801411,84801472,GRCh37
8,84816159,84816166,GRCh37
8,84901871,84901996,GRCh37
8,84918645,84918831,GRCh37
8,84919610,84920333,GRCh37
8,84920924,84920927,GRCh37
8,84921251,84921367,GRCh37
8,84923350,84923598,GRCh37
8,84926017,84926172,GRCh37
8,84942032,84942320,GRCh37
8,84942551,84943000,GRCh37
8,84947379,84947457,GRCh37
8,84950765,84950789,GRCh37
8,84952684,84952689,GRCh37
8,84959260,84959371,GRCh37
8,84960669,84960712,GRCh37
8,84965743,84965935,GRCh37
8,84996478,84996724,GRCh37
8,85000969,85001014,GRCh37
8,85007860,85007991,GRCh37
8,85026105,85026260,GRCh37
8,85029059,85029234,GRCh37
8,85036569,85036788,GRCh37
8,85041473,85041590,GRCh37
8,85044054,85044103,GRCh37
8,85050203,85050754,GRCh37
8,85057329,85057337,GRCh37
8,85060371,85060423,GRCh37
8,85062615,85062692,GRCh37
8,85062847,85062878,GRCh37
8,85071715,85071773,GRCh37
8,85074706,85074796,GRCh37
8,85077278,85077440,GRCh37
8,85079656,85079659,GRCh37
8,85084428,85084740,GRCh37
8,85131066,85131350,GRCh37
8,85134157,85134182,GRCh37
8,85135043,85135194,GRCh37
8,85142585,85142710,GRCh37
8,85146304,85146325,GRCh37
8,85184272,85184316,GRCh37
8,85188779,85188780,GRCh37
8,85214141,85215100,GRCh37
8,85217296,85217374,GRCh37
8,85217638,85218053,GRCh37
8,85218057,85218176,GRCh37
8,85222680,85222682,GRCh37
8,85226964,85227054,GRCh37
8,85255868,85255875,GRCh37
8,85259514,85260047,GRCh37
8,85263869,85264000,GRCh37
8,85277778,85277933,GRCh37
8,85290690,85290820,GRCh37
8,85291820,85291844,GRCh37
8,85291868,85291879,GRCh37
8,85294306,85294500,GRCh37
8,85295430,85295581,GRCh37
8,85300055,85300086,GRCh37
8,85314075,85314170,GRCh37
8,85314181,85315015,GRCh37
8,85319714,85320063,GRCh37
8,85321701,85321728,GRCh37
8,85325263,85325306,GRCh37
8,85345391,85345541,GRCh37
8,85346605,85346683,GRCh37
8,85347100,85347200,GRCh37
8,85348337,85348380,GRCh37
8,85353324,85353509,GRCh37
8,85355324,85355330,GRCh37
8,85356899,85357240,GRCh37
8,85358825,85358847,GRCh37
8,85376330,85376377,GRCh37
8,85385934,85386004,GRCh37
8,85403805,85403963,GRCh37
8,85404876,85405155,GRCh37
8,85422634,85422764,GRCh37
8,85423373,85423566,GRCh37
8,85426354,85426592,GRCh37
8,85476054,85476321,GRCh37
8,85479427,85479483,GRCh37
8,85493802,85493834,GRCh37
